         /\\\\            /\\\\  /\\\\\\\\\\\\     /\\\\\\\\\\\\\\\  /\\\\\\\\\\\
         \/\\\\\\        /\\\\\\ \/\\\////////\\\  \/\\\///////////  \/////\\\///
          \/\\\//\\\    /\\\//\\\ \/\\\      \//\\\ \/\\\                 \/\\\
           \/\\\\///\\\/\\\/ \/\\\ \/\\\       \/\\\ \/\\\\\\\\\\\         \/\\\
            \/\\\  \///\\\/   \/\\\ \/\\\       \/\\\ \/\\\///////          \/\\\
             \/\\\    \///     \/\\\ \/\\\       \/\\\ \/\\\                 \/\\\
              \/\\\             \/\\\ \/\\\       /\\\  \/\\\                 \/\\\
               \/\\\             \/\\\ \/\\\\\\\\\\\\/   \/\\\\\\\\\\\\\\\  /\\\\\\\\\\\
                \///              \///  \////////////     \///////////////  \///////////
			MULTI		   DIMENSIONAL 		ETERNO 	       INFINITO

ELIMINA EL ULTIMO PARENTESIS ) DEL LINK, NO ES PARTE DE EL

UNETE A NOSOTROS, AYUDEMOS A LA SOCIEDAD.
COMPARTE ESTE ARCHIVO LO MAS QUE PUEDAS.
https://www.facebook.com/groups/1222842638483075
https://t.me/MDEI_ORG


	ALERGOLOGIA - INFECTOLOGIA (folder)
		COVID19-symptoms-24x36-es.pdf (459.60 KB, shared as exported permanent file link: https://mega.nz/file/vtoRWQ5Y#-rUGTgyIPBJJ2auAlAe1AGqJNfVcPJvI0pPAEp1_JWg)
		covid 19 e hipertension arterial - revista colombiana de nefrologia.pdf (536.82 KB, shared as exported permanent file link: https://mega.nz/file/D8RHnJLI#xUX0jQA608CNLwPqEKyDyfeDlWLosIynssbcvCo2_Fc)
		COVID-19 por SARS-CoV-2.pdf (261.39 KB, shared as exported permanent file link: https://mega.nz/file/7kg3QYrD#L8pBVH-TqkxLu4iIEGDC53aNJy-4GCCGzIG3jCAGH3E)
		Electrocardiograma en pacientes con COVID 19.pdf (475.04 KB, shared as exported permanent file link: https://mega.nz/file/v5pBnKSL#ojy4caLtUSGQlvEQdS9yJnGVtnADHbCFB-iPySKNyFQ)
		Guía de Sanford Covid- 19 Inglaterra 2020.pdf (345.93 KB, shared as exported permanent file link: https://mega.nz/file/PogwHCSK#Knp5PFm_FPUPNymceRh3MAkS7aM7h7hPb5r2f-AFdXU)
		HALLAZGOS DE COVID 19 EN TAC.pdf (470.26 KB, shared as exported permanent file link: https://mega.nz/file/T552SJYC#4jEywF0YwN_l_LHy0c6i2ODQZFKN1l_BLptZJaysffQ)
		Informe-tecnico-Coronavirus.pdf (1387.27 KB, shared as exported permanent file link: https://mega.nz/file/u5RDFK4Y#uExEc6WvEv0BnQ8XbCYSwaJbsAeKbOaKw88ZFWhznvw)
		ITCoronavirus.pdf (1597.47 KB, shared as exported permanent file link: https://mega.nz/file/b8pEGJ5Q#d7182FTOvpMX5nKTd5ob80iq2dr4QW_o9W8unPR4kkA)
		IVERMECTINA Y CORONAVIRUS.pdf (952.52 KB, shared as exported permanent file link: https://mega.nz/file/q8Q3gAJC#msa4OMsPWNg0EpwjOEph80tbAN0rfmiv0uIBo8npVMA)
		IVERMECTINA-COMO-PRIMERA-ACCIÓN-TERAPÉUTICA-PARA-COVID-19-02.05.20e-Gustavo-Aguirre-Chang.pdf (394.35 KB, shared as exported permanent file link: https://mega.nz/file/ngAQ2ZTQ#a1CGUvAihyS_mnYDP3eth-Z0pw8cvGh-SAZr5gWKqqg)
		No_Tocar_Ciencia_contra_la_desinformación_en_la_pandemia_de_COVID.pdf (676.63 KB, shared as exported permanent file link: https://mega.nz/file/O9oXVTZI#2vJo8I3DtxWQNKIqbTmexyIFHQ5cCDk5qOztC8M1DGE)
		Resumen sobre avances en el desarrollo de vacunas contra la COVID-19 Abril 4.pdf (405.35 KB, shared as exported permanent file link: https://mega.nz/file/j0ZDkJwI#C2NadM_B2tlhS4DLl39cN-nB17ERr8i2hqZDOvBKQ3w)
		stop-the-spread-of-germs-11x17-sp.pdf (438.40 KB, shared as exported permanent file link: https://mega.nz/file/q9olGJZC#fiFfprowoGGQdLO668bmsC15byA2UrJJWKnavAkae7I)
		The deadly coronaviruses The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China.pdf (2.65 MB, shared as exported permanent file link: https://mega.nz/file/2thlwRIZ#9X8nzo7N0YiaTb0PTYCHABXvHkZ9yY7GPCgnvb7FYn4)
		transplacental transmission of SAR-cov2 infection.pdf (6.75 MB, shared as exported permanent file link: https://mega.nz/file/usIl1JwY#8Jv8nAI4cOaDIEroBoAmfPPwqEJCSbjYrcSlw251SpE)
		TUTORIAL RX Tórax COVID-19.pdf (3.45 MB, shared as exported permanent file link: https://mega.nz/file/qgw0gbBR#3cquUKlE-rdip0OpYW1Vk01oAdJdZcvW02H1B4UvRu0)
		vacuna contra el covid 19 2020 el sevier.pdf (169.72 KB, shared as exported permanent file link: https://mega.nz/file/Kgw1FLaY#iEoiJdjCY8yFmxMCE98q-oQtbuMHfnTR8wkszOgkqIM)
	CTO 5ed (folder)
		Anestesiologia.pdf (101.84 MB, shared as exported permanent file link: https://mega.nz/file/PhgjnShA#_816SjPeYgyS9kunhMjeUki___GTJRPg6YLgcrTMTTs)
		Cardiologia.pdf (266.69 MB, shared as exported permanent file link: https://mega.nz/file/WgRHVDbT#2qdHmJxWWVd7Wox8Faz8HCBfruMJvulRgeftpEtUK2Y)
		CirugiaToracica.pdf (49.72 MB, shared as exported permanent file link: https://mega.nz/file/bxoSmJ6C#3hKjaTZI-Kocl58QBVYtNZyraH6gD47-QRqcl0WJbtQ)
		CirugíaGeneral.pdf (317.77 MB, shared as exported permanent file link: https://mega.nz/file/2swhzAiA#hsQtoVNmVwF3hBKMWkvnk12eZMVInXFrczPGnwtssiU)
		Dermatologia.pdf (161.82 MB, shared as exported permanent file link: https://mega.nz/file/WsQyBJZC#E0j8E9H3nt9oRcJ8OQvbt2Bb-b6-WibCfN4MRDYnCNM)
		Endocrinologia.pdf (310.62 MB, shared as exported permanent file link: https://mega.nz/file/np43iCDJ#k-Is92TXxKxk48CV_lzqpGnYbtTeyEpzlfZTe_xXWWM)
		Estadística.pdf (68.81 MB, shared as exported permanent file link: https://mega.nz/file/ykAkgC6R#2jG7xKQQVWbYoNm9_QwZPdVKpavV_aHQkiTsMzPeJW8)
		Gastroenterologia.pdf (222.26 MB, shared as exported permanent file link: https://mega.nz/file/K4AWBALZ#Nm_ISHlmOfzhWsQ4b6Ka5R8Q8LuBrYaUydT8XRNs3Zc)
		Genetica.pdf (35.64 MB, shared as exported permanent file link: https://mega.nz/file/rpZFQDYT#eiXCVXxjXbM-bTT4bCWbtJnakSAJR5ytwR_IXTrAYUw)
		Geriatria.pdf (131.59 MB, shared as exported permanent file link: https://mega.nz/file/D4JACSBa#cNQSWuy0jKryj1-INlK6wvKqTLB9MqS8TnyZc7ytlK4)
		Ginecologia.pdf (274.50 MB, shared as exported permanent file link: https://mega.nz/file/msI1iITA#elp4xy5zpWPz4ygtZQF5tU7xyEveUMlDqsTBMyISwyg)
		Hematologia.pdf (170.05 MB, shared as exported permanent file link: https://mega.nz/file/Swo3zRzA#epTEEK4Xz3c9ZgXOcyxGJKELxLvBaIMTNRRkEI9356k)
		Infectologia.pdf (216.19 MB, shared as exported permanent file link: https://mega.nz/file/zpwGQLjT#J19lLrVCUOdTO6IJ1cSyCTYtc7Va3RCtUZSbaA63uOE)
		Inmunologia.pdf (75.64 MB, shared as exported permanent file link: https://mega.nz/file/6xYjhB6Y#wTGTRq8gTrJfJT8GKriSMb-QZvbdv2OUk4c9CIUipmc)
		Nefrologia.pdf (191.95 MB, shared as exported permanent file link: https://mega.nz/file/P9BGXJhI#AKJcLsaWTCCI6LeuWIknPxBAYyUy4W3HZ1qQ2E7YFYc)
		Neumologia.pdf (152.32 MB, shared as exported permanent file link: https://mega.nz/file/isJEHTiK#hfVbZHBvCl5W4YB4bs0xUFAQig7STzp0GaR4CupzZGU)
		Neurocirugia.pdf (118.57 MB, shared as exported permanent file link: https://mega.nz/file/OtgQSb5A#D6z0G6UiOg9AWfG_wmD_42dFTTguGd6iu1ERPX1im6I)
		Neurologia.pdf (228.99 MB, shared as exported permanent file link: https://mega.nz/file/TgIWAJYY#D_xit-3bF92VXZHawRq0fzuyM1IdVEv42AbRlC2m3BA)
		Oftalmologia.pdf (159.81 MB, shared as exported permanent file link: https://mega.nz/file/zopz1CJA#HpdEVEl6Ru1FPPgstw_QAlc_OWd30APmfJ00x1cG3_c)
		Oncologia.pdf (78.92 MB, shared as exported permanent file link: https://mega.nz/file/XwZCUKzQ#eyfDCBlO9ePrfzt_Nfp9Tk3-IWepWEcdM9BWOToLDPo)
		Otorrinolaringologia.pdf (147.80 MB, shared as exported permanent file link: https://mega.nz/file/b0B0EK7Y#62XFYzMocungvyYhL0b_MIuoVPp1EanEHICH_FXrZM0)
		Pediatria.pdf (337.47 MB, shared as exported permanent file link: https://mega.nz/file/GlJHDThD#21kNJtMN_Ac5juZsRB-amvoS86-JKPG5xKuSkadvLWE)
		Psiquiatria.pdf (155.66 MB, shared as exported permanent file link: https://mega.nz/file/7oJhXAoI#purvNLMhLtNfFF6CFGm3rSgojJCxLymtvqCmE7ROdcQ)
		Reumatologia.pdf (185.86 MB, shared as exported permanent file link: https://mega.nz/file/ToY0gbbD#-cWlVo4Z8eqxGlxOVIj02WdUd9k5pvRRKXa-Dv8AxJg)
		Traumatologia.pdf (207.13 MB, shared as exported permanent file link: https://mega.nz/file/LoBwDDgB#bAGi6Hd5lFcz7RGo63sG7NnBggFRcUeE1V8ZzD4uMno)
		Urología.pdf (91.91 MB, shared as exported permanent file link: https://mega.nz/file/2oZRQDRT#mJoY-nBYgbZ5lyewqNZqIkYjhOrysB6HV93W0jyp8nE)
	DERMATOLOGÍA (folder)
		03 DERMATOLOGIA .pdf (34.78 MB, shared as exported permanent file link: https://mega.nz/file/mtZB1ajK#_xTXqO2o6tRvhgmfuCmU4cJp6Uhj7aCl5tNHdmGxDkc)
		Acne Scars Classification and Treatment.pdf (13.87 MB, shared as exported permanent file link: https://mega.nz/file/v4BwkbiB#xVQM02I5ehEzB3MEjgfKXc7IHwyD6lvS--uY-GY5N7k)
		Arenas.pdf (106.45 MB, shared as exported permanent file link: https://mega.nz/file/TsBT0IhY#MGyoqrw4yhfZXoOopNZvBIeowPHbyQ9kWxgazTwBZ-s)
		Atlas de Dermatología Fitzpatrick.pdf (28.14 MB, shared as exported permanent file link: https://mega.nz/file/DwxnAaSR#YJP0fkAQuDghsVkLKj2kkfCkkpTc5OkLi7nS8IM1Ruc)
		Atlas de lesiones cutaneas de COVID19.pdf (13.57 MB, shared as exported permanent file link: https://mega.nz/file/Pp4kkAbR#4x4avJBSG8XFJKOld_RWrB8mtH_Y5ovgvrK1PM1cRuw)
		Cordero.pdf (47.33 MB, shared as exported permanent file link: https://mega.nz/file/b5YgWTgR#z_YhSWSOSoJ-SnLRtRu6B-196PsMkEwR7ubY7xVr20I)
		CTO España. 11ra ed. Dematología.pdf (11.66 MB, shared as exported permanent file link: https://mega.nz/file/mtoAkaCI#m4STwA9VmrtA_0OciB4JP87m8MsCDLu6D350rbb0mt8)
		dermatolog_manzur.pdf (11.15 MB, shared as exported permanent file link: https://mega.nz/file/7hQBWJSI#5p0ZPyeqDTqUSdqLRU8tJRtktpYkDD-igVLcdyALEIY)
		DERMATOLOGIA ARENAS 7 ED LibrosMedicina.ORG.pdf (238.42 MB, shared as exported permanent file link: https://mega.nz/file/nwRkBQKT#GYQJjbr_PLg2hGBNTwSrAQ8Tt0IkYg9spooYsSdCfZM)
		Dermatologia Bolognia 4a Edicion.pdf (1219.22 MB, shared as exported permanent file link: https://mega.nz/file/roAUXabR#yvMNKdkgF1nw0gAhA9fQPu5w94r_8toevdsMp9-7pys)
		Dermatologia Clinica. Ferrandiz 4a Edicion_booksmedicos.org.pdf (71.77 MB, shared as exported permanent file link: https://mega.nz/file/ewIQCAiQ#dEW2K_y2fD39K9GWzajLIWpy4T4ve3oXDzoHr2xOvHw)
		DERMATOLOGIA FITZPATRICK 5ta Ed.pdf (117.34 MB, shared as exported permanent file link: https://mega.nz/file/v94nRCZY#rqNDT0YfyU0RUC4zoFmB_sFmAOhWQ23uvgjsCkQdwQA)
		Dermatologia.Marks.pdf (19.03 MB, shared as exported permanent file link: https://mega.nz/file/K9wEkQ7L#vNxwAqHGNj2vnvOAk5uZ-RWWlTvxvVWbLfKBm9z0Auo)
		Dermatology_An_Illustrated_Colour_Text_Sixth_edition_David_Gawkrodger.pdf (79.70 MB, shared as exported permanent file link: https://mega.nz/file/CkonEZqa#YVCTsaNRkiYeeVlFCHhGvoQJZf2E7zTyA3FKK5YmxkA)
		Dermatología CTO 3.0.pdf (60.04 MB, shared as exported permanent file link: https://mega.nz/file/qwJTxAZQ#i7vZamSLH2hTjA6P_uahf8RYn2fbh3w4Ba_lu5KVuBo)
		Dermatología de Fitzpatrick 7ma Ed.pdf (41.41 MB, shared as exported permanent file link: https://mega.nz/file/vl5HACDa#g92iQII4UOXyFughL6so9feuunbE2qnc00k8j4j9ADU)
		Dermatoscopiaparaprincipiantes-estructurasdermatoscópicasymétodosdiagnósticos.pdf (730.69 KB, shared as exported permanent file link: https://mega.nz/file/vpxmAI7Y#waRuyekzWZC_NzMyU4_hJqk7uNmQX7wy-T5336xEoYg)
		Eccemas.pdf (503.26 KB, shared as exported permanent file link: https://mega.nz/file/P8wx1bIa#CoQz-e793Ywn5a02pBd93pvJ7Icsagd5tf_1pXp99Cg)
		Fitzpatrick Dermatologia en Medicina General_booksmedicos.org.pdf (537.54 MB, shared as exported permanent file link: https://mega.nz/file/DlIFwbpK#NIAzy0el3mha9h8JkCAM8UyBSrtZHvn1k9YhXknED_k)
		Fitzpatrick_-_Atlas_de_dermatologia_clin.pdf (28.21 MB, shared as exported permanent file link: https://mega.nz/file/i5xmhSYY#PJTcKc24P-ac5WkhDJ_U2gRisOBGPuCvCOPWCdKrFNM)
		Fitzpatricks Dermatology 9th Edition.pdf (334.06 MB, shared as exported permanent file link: https://mega.nz/file/6tgx0aKI#HZsGFmuw5BBRxpfqRUjXsVpYVYtBqQ8OhuL75xOS7yI)
		LESIONES_ELEMENTALES_DERMATOLOGIA.PDF (13.53 MB, shared as exported permanent file link: https://mega.nz/file/ml5SkY5D#3ZW-FiZHSQHbJgYnK_ycVj535V3ofAbdkNme5X-CqPE)
		manifestaciones cutáneas de la diabetes.pdf (119.07 KB, shared as exported permanent file link: https://mega.nz/file/fgxX1QyL#DkvHasazehPsVdIj6wnxU0W5LakgBrL1XS_LyWFSu-w)
		Manual AMIR. 12da ed. Dermatología.pdf (10.34 MB, shared as exported permanent file link: https://mega.nz/file/CpwRnDwb#XoebVBOelXgL_QY12TpP9-kgOqfHF3Q7UAghtqK0qks)
		Manual CTO 6ed - Dermatología.pdf (2024.74 KB, shared as exported permanent file link: https://mega.nz/file/mwJBjDrD#pPYoMDsWkpXoVQoa23WTpo0GJA8DRJUiQPieqrykHFc)
		manual tratamiento dermatologia.pdf (1609.87 KB, shared as exported permanent file link: https://mega.nz/file/mwBhGBIZ#5bZzxXCHVOT-hC9ZgQ-Q8MJmurADMNkw7uYrPw1QJOw)
		Principios básicos de dermatoscopia.pdf (495.80 KB, shared as exported permanent file link: https://mega.nz/file/Pkp1RDba#mKcOVGPXgEB_SIEjk_kvV9hksxIkRV6GDC0zbJh581s)
		Rook’s Textbook of Dermatology.pdf (286.39 MB, shared as exported permanent file link: https://mega.nz/file/z8hnjArI#cW9FV0dB23TQZgpTJjq3FeQvp1TcZ1X8a-9iQ2wSfk0)
		Terapéutica Dermatológica - Kerdel, Romanelli, Trent.pdf (1560.20 KB, shared as exported permanent file link: https://mega.nz/file/KwYRgLTR#zpMMGaaf6Mmy_eYMtyExZbFLK6_e7w5axqdf81asiRU)
	ELECTROCARDIOGRAMA (folder)
		150 Problemas de ECG.pdf (108.08 MB, shared as exported permanent file link: https://mega.nz/file/ShxAyCDS#-evoygucvU-7pS2OLhftP4NU9VZNrHRnrylKbcqYD1k)
		Aprenda ECG En Un Día. Un Enfoque Sistemático Muñoz E..pdf (6.04 MB, shared as exported permanent file link: https://mega.nz/file/fl5nRDTT#xu3LIJdZdCqYpqPY0SyixEaYKe5JLoeH8HuAEuKjJqM)
		Cabrera. Semiología del Electrocardiograma. 4ª Edición. LEONES POR LA SALUD.pdf (6.82 MB, shared as exported permanent file link: https://mega.nz/file/60JliaCZ#O63S7-M6BDu9W2xsERaPr8a19YJZAi8XQiIzhfnD0rg)
		Celsus - La Alegría de Leer EKG.pdf (6.45 MB, shared as exported permanent file link: https://mega.nz/file/jl4HwR5C#s5aq1k3XXPrYpTQL0JxsOX31_aqtYdpMeWKt7UCCaP4)
		Dubin - ECG practica.pdf (6.72 MB, shared as exported permanent file link: https://mega.nz/file/H8whwJwI#8pMSMZP2N1yfxlzPn6lJH_AgIf_bJTKnEg0XtBoxeUw)
		ECG made Easy.pdf (29.63 MB, shared as exported permanent file link: https://mega.nz/file/ilJRHLAa#GJ3BHmgRoGYJL0FkPTjRuWBu5BeioBKVhWJ0eJviMKw)
		EL ECG..pdf (732.17 KB, shared as exported permanent file link: https://mega.nz/file/HsQDjLTD#ScBKZGCnje6HlV70pjEf5DfQx95-JUz4PPGY0IyEDZQ)
		Electrocardiografia - Dubin 3 ed.pdf (6.71 MB, shared as exported permanent file link: https://mega.nz/file/eoxCyRbZ#9iP70xJ9Y0YLyWJlmzvuaQdSeyg_gvFwKTQSQYWVCAU)
		Electrocardiografia Clinica.pdf (21.08 MB, shared as exported permanent file link: https://mega.nz/file/q0BRyDiL#N3nDdI8H0m4E19qGyJui-bG_B-KhskX9w8Ndo6kLnvY)
		Electrocardiograma en pacientes con COVID 19.pdf (475.04 KB, shared as exported permanent file link: https://mega.nz/file/XtYDTaxJ#dtbg_tDhb9YxfJ_M1PJJqYvhrPyCASyygRXD14wKEJo)
		La Alegría de leer el Electrocardiograma - López Ramírez 2ed.pdf (6.45 MB, shared as exported permanent file link: https://mega.nz/file/SoBkFQjK#ap8pwGLfrCbjhoMV822C4bd-222W0pX0oTyzzSF2DSY)
		LIBRO ELECTRO WILLIAN URIBE.pdf (3.50 MB, shared as exported permanent file link: https://mega.nz/file/WxgmBSxa#9WHgztn9AheCkHxeWmeT_oc_1OQvB1M5b4h3Q5Ix3zw)
		minimanual ECG.pdf (31.04 MB, shared as exported permanent file link: https://mega.nz/file/HlgQjIIK#Uy5Lw4RANeaYtASRhJeSPF0YKOb_PlyQH_AjFsvyAKw)
	EMBRIOLOGÍA (folder)
		Atlas de Embriología - Vila, Muñoz, Cañizarez, Martínez.pdf (4.02 MB, shared as exported permanent file link: https://mega.nz/file/GwhXXABL#eWBBFVvn4OayeX7I_8VV1Ofsfs4BSridfh90HSDIXyE)
		Embriologia_LANGMAN.pdf (90.94 MB, shared as exported permanent file link: https://mega.nz/file/6pxjlIwL#Ld2OENmIDgI1pzMsJg7P8dzDLLTWA5K1Dad4ms5H7sE)
		Embriología Humana - Armando Valdés Valdés, Hilda María Pérez Núñez,Ramón Enrique García Ro.pdf (19.22 MB, shared as exported permanent file link: https://mega.nz/file/G8QQXZID#yyGymNyPRN-1TcQiHasREakG7Rmj8XBp2yEFsQpKvm8)
		Embriología Médica - José Hib 6ed.pdf (68.80 MB, shared as exported permanent file link: https://mega.nz/file/78gBDDAb#_VAOVQe7e1kjFEXsTaQKScwOTqv9soRHTPCsXqoB10g)
		Langman Embriologia Medica 14e.pdf (36.56 MB, shared as exported permanent file link: https://mega.nz/file/7gBTET7D#MGpcyT0JlF3WhEFTAQs1dNvKi1r2YbIIFBtLkgS1my8)
	ENDOCRINOLOGIA (folder)
		5. Endocrinología.pdf (299.98 KB, shared as exported permanent file link: https://mega.nz/file/Kpg01RBZ#56sciXP1u-xhucwoA5PpAmmnVBHrcPUB1LJ3qKq-qNc)
		Endocrinologia Clinica de Dorantes y Martinez.pdf (31.39 MB, shared as exported permanent file link: https://mega.nz/file/71pjjLbQ#oQP9G-yBlMP4AlsvIeSl5sAzMPjp4ivD0UNo3VsShv0)
		Endocrinologia.Basica.y.Clinica.de.Greenspan.9ª Ed.pdf (31.77 MB, shared as exported permanent file link: https://mega.nz/file/TghTFYYR#nouAnv9N2gIV4L9uR4ycXw4nTkiGbss11tJwn0ee5To)
		Fundamentos de Medicina Endocrinología 7a E.pdf (24.91 MB, shared as exported permanent file link: https://mega.nz/file/Cg4j2SID#I4KSLzaClQ6Y0S6AAUsAGjtE2Bx58iihUME_JavR6DI)
		Manual CTO 6ed - Endocrinología.pdf (5.16 MB, shared as exported permanent file link: https://mega.nz/file/a5Ij0bLB#lOHK87cwiHupQJm9FAO9G_4lac1gDoHjWab3aLEiHL4)
	ENFERMERIA (folder)
		Administracion de los servicios de enfermeria.pdf (15.23 MB, shared as exported permanent file link: https://mega.nz/file/OxJ1RRDS#KxLOmG3ri-zxkdPonXU_vHJlzGKPUUZH86VDPLJeUf8)
		Enfermeria en Cuidados Paliativos y al Final de la Vida.pdf (8.06 MB, shared as exported permanent file link: https://mega.nz/file/al5B0BZB#kC2JfS-DvYPOMZQHCg3x0i4DhR4dKd3-hzUGMhYKmUM)
		Enfermería ginecoobstétrica - Noelia Socarrás Ibáñez.pdf (6.57 MB, shared as exported permanent file link: https://mega.nz/file/L0gUlSxS#o-3SjifCnauY2ut6hHI7yRwZ3t6VbOdH2JP8YyK8WWo)
		ESCALAS DE EVALUACION.pdf (746.63 KB, shared as exported permanent file link: https://mega.nz/file/f8ZmyYQR#WWGBMjPXtqgabSXCBdiFBUZfxeMr65jdHLaUu-262X4)
		Farmacología_en_pediatría_para_enfermeras.pdf (1666.70 KB, shared as exported permanent file link: https://mega.nz/file/38B1ETwB#3SHvVvN_0E_rGpPU4ueAHrCAuPnDB4r0LmKtTETrcoA)
		Fundamentos de rosales_ENFERMERIA.pdf (8.71 MB, shared as exported permanent file link: https://mega.nz/file/T1QW0TCB#ny7Ay8iFkphLiFQlppQpBqAaSWz56jYHPNCnfVMJVQc)
		Guia de Gestion y Direccion en Enfermeria.pdf (3.84 MB, shared as exported permanent file link: https://mega.nz/file/mx4D1a6C#-jvTlYpOcX822_zcHguyrDW3p4N9-3hQdzNFKJ44d_U)
		Guía de Arritmias para Enfermería - Banderas, Pendón, Rodríguez.pdf (3.28 MB, shared as exported permanent file link: https://mega.nz/file/C45hSBSB#KL3sgixQFvB4OJ3F6xFj4Gma-7ZDFFTuDZro_rAAJKY)
		Manual de Enfermería en Vendajes - Rodríguez Orellana.pdf (4.50 MB, shared as exported permanent file link: https://mega.nz/file/zww3zCiQ#CYnmjkJBKUE_JaTeE-ZHs_U-9kNULPpxM8AN1IhaM6o)
		Manual de Enfermería Quirurgica. Rincón-García. edit. Mc Graw Hill 2012.pdf · versión 1.pdf (1830.08 KB, shared as exported permanent file link: https://mega.nz/file/O5RR1KRI#LgaZOVWxBhG2sXULZrXKtcoujWIplXUz4qauGIsvnLo)
		Manual de Enfermería Quirúrgica - Basozabal Zamakona.pdf (2.10 MB, shared as exported permanent file link: https://mega.nz/file/qhhggAgZ#WP7M3-2F9ovoxPZPfruzFVzZvdQQJwfLwFwNd4jsU8E)
		Manual de Enfermería Quirúrgica - Rincón, García.pdf (2.10 MB, shared as exported permanent file link: https://mega.nz/file/zoRRjArB#ojOYcWVN6SO1a_U0zATM1Wy34OyQBEPr-m2ZgvE-Eu0)
		Manual de Hemodiálisis para Enfermería - Banderas, Pendón, Rodríguez.pdf (6.89 MB, shared as exported permanent file link: https://mega.nz/file/LpoFRTyC#JBf41FMXGuBGNLIk5ILDGFIgmJCHgCBfeMefXAe1rWc)
		Manual_de_gestion_para_jefes_de_servicios_clinicos_2a_Ed.pdf (29.99 MB, shared as exported permanent file link: https://mega.nz/file/PpQByYhJ#_1mmhbALxH45wglb32ey8UvV-0Q9oghBqxmzI1nZ7HQ)
		MANUAL_HABILIDADES_cuidadores de pacientes geriatricos.pdf (1543.83 KB, shared as exported permanent file link: https://mega.nz/file/PgBkUBgI#7AwrPTIOP57DfHUtf9t7GCWQ7pDliq17eeveeMWXsHw)
		Principales procedimientos básicos de Enfermería para profesionales y Estudiantes de Ciencias de la Salud. Correa H -.pdf (1988.02 KB, shared as exported permanent file link: https://mega.nz/file/bhJUxBDK#AnDAx63HeuArlWWGCty4vjoGAuaQGDkDC6WSgCjdihI)
		Protocolo de cuidados en ulceras por presión-.pdf (430.29 KB, shared as exported permanent file link: https://mega.nz/file/GwZhzIqb#es1qnHwA4E-3vGS83gKAvg44hqqiF8e5gSQFYOkI-tM)
		Tecnicas Sutura Enfermeria.pdf (2.31 MB, shared as exported permanent file link: https://mega.nz/file/L9Zy3D6B#pFN_xPDrKg2LpV_FloJZfKbRbLDHepVoxQUgl0uZZoA)
	FARMACOLOGIA (folder)
		Aldrete  - Farmacologia para anestesiologos, intensivistas, emergentologos y medicina del dolor.pdf (7.02 MB, shared as exported permanent file link: https://mega.nz/file/TkZFUZ5b#6_UwNn3xBcDZ-ZFAkO687-XO2Y_PU_C-IsKsxYCpiAw)
		FARMACOCINÉTICA_Y_FARMACODINAMIA.pdf (865.55 KB, shared as exported permanent file link: https://mega.nz/file/fggB2B4L#bZoN1gHcwaLEhQEW63-GnP93gD9-5fBTNmp7HP8s-_8)
		Farmacologia - J. Flórez 5ª.pdf (31.51 MB, shared as exported permanent file link: https://mega.nz/file/X9wlATbD#roe798xTqibuQHES0mY7pQwxf5Oaql7VGlqSdlz7QpI)
		Farmacologia Basica y Clinica Katzung 14a Edicion.pdf (16.90 MB, shared as exported permanent file link: https://mega.nz/file/K9oAUZ5S#ApQCxfJLlQD7THFTUwsko6ZBnKHK6EobqRFd_i9z9gk)
		Farmacologia Clinica - Morón.pdf (7.59 MB, shared as exported permanent file link: https://mega.nz/file/34hGHCrZ#pMtwXbZq-5UA6w8saxm3XbkCjaaclZv-wYjeNGYvfr4)
		Farmacologia Serie Revision de Temas Rosenfeld 6a Edicion.pdf (8.66 MB, shared as exported permanent file link: https://mega.nz/file/WpIjRJiK#-yONSB-2EJkYpWznZ0v99DDj3LdXqpSeZXlp8WrXmhE)
		farmacologia-cto-7.pdf (3.94 MB, shared as exported permanent file link: https://mega.nz/file/v45XGZSC#uK2Y3sbqt0krGsOnyNVUlMAeaOezbQ1Ta_XVSXg5PqU)
		Farmacología - USMLE 2ed.pdf (5.26 MB, shared as exported permanent file link: https://mega.nz/file/q9hzlKrb#kqzxwdAT2zKhl7zE0djDrKE8LtyKlvoPE_BJ2WXXI_Q)
		Farmacología Básica - Carmine Pascuzzo.pdf (9.89 MB, shared as exported permanent file link: https://mega.nz/file/7sI2FIZS#y4uic2ZY1aiWjQlRDIMaiaCl9aPX1uvsXhlxWeXxYas)
		Farmacompendio 2a Edicion.pdf (8.72 MB, shared as exported permanent file link: https://mega.nz/file/7ooD1KTa#NbOMoDqLdHk_VFRjpYIpwb5KPULtckUZ63yOS52CBNo)
		Florez J - Farmacos y dolor.pdf (467.11 KB, shared as exported permanent file link: https://mega.nz/file/e4YXUAaS#BkY-3K8XL_QqlL3I-HBMVP96w0mH0tidSrrFryocamA)
		Goodman y gilman 13å edición .pdf (22.58 MB, shared as exported permanent file link: https://mega.nz/file/asg1nTaY#sQPqImCvvJJ2LwLC3ZA1VZURCusg7yiXR2wiRhyHRZg)
		LIR Farmacologia 7a Edicion.pdf (48.79 MB, shared as exported permanent file link: https://mega.nz/file/6wBFgTiS#Du81De89IMKlswagdwhkY2kornVJIa5R7CZLSRKnibU)
		Manual CTO 6ed - Farmacología.pdf (1167.77 KB, shared as exported permanent file link: https://mega.nz/file/H8pFjDAL#dK9u8eg5GsckHui_z6azw0ZPH-8ILUn3E9Vfz4_Fp5Q)
